Numer                                       wpisu;Imiê i nazwisko lub nazwa inwestora;Data wpisu;Adres;Rodzaj;opis;typ;Data wniosku;Nr               wniosku;Nr               decyzji;Data decyzji;Rok wniosku;Miesi¹c wniosku;data;Czas rozpatrzenia
1043;;;Lekcyjna  5B ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego wraz z niezbêdn¹ infrastruktur¹ techniczn¹;nowe;2013-02-25;5539/13;2221/13;2013-05-17;2013;2;2013-02-01;60
1063;;;Koœciuszki Tadeusza  83-91 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalno-us³ugowego z gara¿em;nowe;2013-05-02;13342/13;2248/13;2013-05-21;2013;5;2013-05-01;14
1075;;;Miodowa 103 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego oraz budynku gospodarczego z wiat¹  gara¿ow¹;nowe;2013-01-08;561/13;2275/13;2013-05-21;2013;1;2013-01-01;96
1083;;;Su³owska  ;bud.mieszkalne jednorodzinne;budowa 2 budynków jednorodzinnych  w zabudowie bli¿niaczej;nowe;2013-04-30;13226/13;2285/13;2013-05-22;2013;4;2013-04-01;17
1091;;;Januszowicka 16A ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wraz z gara¿em podziemnym;nowe;2009-06-16;21000/09;13-sty;2013-05-23;2009;6;2009-06-01;1028
1092;;;Jarociñska 35A ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego z wy³¹czeniem przy³¹czy;nowe;2013-03-11;7017/13;2299/13;2013-05-23;2013;3;2013-03-01;54
1099;;;Jarociñska  35 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2013-03-06;6566/13;2313/13;2013-05-23;2013;3;2013-03-01;57
1101;;;Bia³ostocka  63 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego;nowe;2013-03-04;6398/13;2315/13;2013-05-23;2013;3;2013-03-01;59
1102;;;Staroœciñska 7 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cy;nowe;2013-03-11;7145/13;2316/13;2013-05-23;2013;3;2013-03-01;54
1108;;;Pieniñska 3 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-03-26;9047/13;2328/13;2013-05-23;2013;3;2013-03-01;43
1113;;;Zatorska  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednrodzinnego;nowe;2013-03-19;8060/13;2335/13;2013-05-23;2013;3;2013-03-01;48
1133;;;Rumiankowa  ;bud.mieszkalne jednorodzinne;budowa zespo³u budynków mieszkalnych;nowe;2013-03-15;7757/13;2373/13;2013-05-24;2013;3;2013-03-01;51
1138;;;Karpacka  ;bud.gara¿y;budowa budynku garazowo-gospodarczego;nowe;2013-04-26;12819/13;2381/13;2013-05-27;2013;4;2013-04-01;22
1173;;;Siedlecka  12 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-02-15;4648/13;2440/13;2013-05-28;2013;2;2013-02-01;73
1175;;;Brodzka 191B ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-02-19;4882/13;2442/13;2013-05-28;2013;2;2013-02-01;71
1184;;;Logiczna  ;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego;nowe;2013-03-12;7377/13;2456/13;2013-05-29;2013;3;2013-03-01;57
1199;;;Stajenna 4 ;bud.o trzech i wiêcej mieszkaniach;rozbiórka istniejacego budynku i budowa wielorodzinnego budynku mieszkalnego;nowe;2013-04-09;10423/13;2495/13;2013-06-03;2013;4;2013-04-01;40
1200;;;Smolna  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-03-15;7741/13;2496/13;2013-06-03;2013;3;2013-03-01;57
1203;;;Suskiego Mariana 1 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-04-05;10229/13;2506/13;2013-06-03;2013;4;2013-04-01;42
1218;;;Rawicka 6 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-05-10;14197/13;2539/13;2013-06-04;2013;5;2013-05-01;18
1229;;;Po³abian  61 ;bud.o dwóch mieszkaniach;budowa budynku mieszkalnego jednorodzinnego dwulokalowego;nowe;2013-01-07;450/13;2572/13;2013-06-06;2013;1;2013-01-01;109
1262;;;Gersona Wojciecha  5 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego z gara¿em;nowe;2013-04-12;11143/13;2631/13;2013-06-10;2013;4;2013-04-01;42
1268;;;Jutrzenki  ;bud.o trzech i wiêcej mieszkaniach;budowa wielorodzinnego vbudynku mieszkalnego z gara¿em;nowe;2013-04-26;12860/13;2642/13;2013-06-10;2013;4;2013-04-01;32
1271;;;Szkutnicza  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2013-05-06;13626/13;2645/13;2013-06-10;2013;5;2013-05-01;26
1294;;;Zbo¿owa  12 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2013-03-29;9614/13;2688/13;2013-06-12;2013;3;2013-03-01;54
1301;;;Wylotowa 2 ;bud.mieszkalne jednorodzinne;budowa domów mieszkalnych jednorodzinnych;nowe;2013-05-13;14482/13;2698/13;2013-06-12;2013;5;2013-05-01;23
1320;;;Fryzjerska 21D ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-03-25;8896/13;2731/13;2013-06-14;2013;3;2013-03-01;60
1323;;;Siedlecka  8A ;bud.o dwóch mieszkaniach;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-03-26;8988/13;2734/13;2013-06-14;2013;3;2013-03-01;59
1324;;;Bezpieczna  ;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków us³ugowo-mieszkalnych;nowe;2013-05-20;15419/13;2736/13;2013-06-14;2013;5;2013-05-01;20
1335;;;¯ywiecka 21A ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jendorodzinnego;nowe;2013-04-10;10582/13;2755/13;2013-06-17;2013;4;2013-04-01;49
1338;;;Czajcza  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego mieszkalnego wolno stoj¹cego;nowe;2013-04-17;11513/13;2762/13;2013-06-17;2013;4;2013-04-01;44
1352;;;Olbrachtowska  41 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2013-04-30;13225/13;2789/13;2013-06-18;2013;4;2013-04-01;36
1365;;;Tybetañska 8 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj.;nowe;2013-03-20;8243/13;2807/13;2013-06-19;2013;3;2013-03-01;66
1381;;;Popielskiego Leona  27 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-04-15;11295/13;2843/13;2013-06-20;2013;4;2013-04-01;49
1393;;;Dmowskiego Romana  ;bud.o trzech i wiêcej mieszkaniach;budowa dwóch budynków mieszkalnych wielorodzinnych z gara¿em;nowe;2012-09-17;32078/12;2865/13;2013-06-20;2012;9;2012-09-01;199
1412;;;Ekspresowa  14 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego w zabudowie szeregowej;nowe;2013-05-07;13768/13;2900/13;2013-06-21;2013;5;2013-05-01;34
1429;;;Jutrzenki  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego wolnostoj.;nowe;2013-04-09;10510/13;2935/13;2013-06-25;2013;4;2013-04-01;56
1435;;;Popielskiego Leona 31A ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-04-25;12577/13;2941/13;2013-06-25;2013;4;2013-04-01;44
1460;;;Go³êbia5 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-04-05;10252/13;2988/13;2013-06-27;2013;4;2013-04-01;60
1486;;;Tymiankowa;bud.mieszkalne jednorodzinne;budowa zespo³u 16 budynków mieszkalnych jednorodzinnych w zabudowie szeregowej;nowe;2013-04-30;13228/13;3044/13;2013-07-01;2013;4;2013-04-01;45
1493;;;Mydlarskiego Jana;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-05-31;16685/13;3064/13;2013-07-02;2013;5;2013-05-01;23
1496;;;Kminkowa;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolnostoj¹cego;nowe;2013-06-18;18952/13;3068/13;2013-07-02;2013;6;2013-06-01;11
1535;;;Jarociñska 1-9 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku wielorodzinnego;nowe;2013-06-06;17420/13;3140/13;2013-07-05;2013;6;2013-06-01;22
1568;;;                                                                ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-06-17;18652/13;3202/13;2013-07-09;2013;6;2013-06-01;17
1572;;;Rabczañska 35 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2013-05-27;16197/13;3207/13;2013-07-09;2013;5;2013-05-01;32
1577;;;;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny;nowe;2013-06-04;17058/13;3218/13;2013-07-09;2013;6;2013-06-01;26
1597;;;Ekspresowa 10 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-05-14;14567/13;3252/13;2013-07-10;2013;5;2013-05-01;42
1603;;;Iwaszkiewicza Jaros³awa;bud.o dwóch mieszkaniach;budowa zespolu budynków mieszkalnych;nowe;2013-04-29;13035/13;3267/13;2013-07-10;2013;4;2013-04-01;53
1615;;;Ostrzeszowska 9 ;bud.o dwóch mieszkaniach;budowa budynku jednorodzinnego;nowe;2013-04-23;12211/13;3286/13;2013-07-11;2013;4;2013-04-01;58
1616;;;BliŸniacza 18 ;bud.o trzech i wiêcej mieszkaniach;budowa dwóch budynków mieszkalnych wielorodzinnych;nowe;2013-06-20;19337/13;3287/13;2013-07-11;2013;6;2013-06-01;16
1621;;;Magellana Ferdynanda;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego;nowe;2013-07-02;20698/13;3295/13;2013-07-11;2013;7;2013-07-01;8
1634;;;Str¹czkowa 40 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego wolno stoj¹cego;nowe;2013-06-03;16877/13;3313/13;2013-07-12;2013;6;2013-06-01;30
1643;;;Skrzetuskiego Jana 37 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2013-05-16;15056/13;3328/13;2013-07-12;2013;5;2013-05-01;42
1646;;;Cha³upnicza;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków wielorodzinnych;nowe;2013-05-10;14384/13;3340/13;2013-07-15;2013;5;2013-05-01;47
1647;;;Rumiankowa;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-04-23;12321/13;3341/13;2013-07-15;2013;4;2013-04-01;60
1655;;;Chodkiewicza Jana Karola 9 ;bud.gara¿y;budowa budynku gara¿owo-gospodarczego;nowe;2013-06-03;16813/13;3355/13;2013-07-15;2013;6;2013-06-01;31
1656;;;Przejazdowa;bud.o trzech i wiêcej mieszkaniach;budowa dwóch budynków  mieszkalnych wielorodzinnych;nowe;2013-03-25;8899/13;3363/13;2013-07-16;2013;3;2013-03-01;82
1665;;;;bud.mieszkalne jednorodzinne;budowa budynku  jednorodzinnego;nowe;2013-06-04;17088/13;3377/13;2013-07-16;2013;6;2013-06-01;31
1668;;;£ubinowa;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego z gara¿em wbudowanym;nowe;2013-05-29;16612/13;3389/13;2013-07-17;2013;5;2013-05-01;36
1682;;;Forsycjowa;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny;nowe;2013-05-13;14502/13;3408/13;2013-07-18;2013;5;2013-05-01;49
1690;;;CzapliñskiegoW³adys³awa;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego wolno stoj¹cego;nowe;2013-06-18;18791/13;3421/13;2013-07-18;2013;6;2013-06-01;23
1698;;;Arbuzowa;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego z us³ugami;nowe;2013-07-03;20812/13;3431/13;2013-07-18;2013;7;2013-07-01;12
1724;;;Sienna;bud.o trzech i wiêcej mieszkaniach;budowa budynku wielorodzinnego z niezbêdn¹ infrastruktur¹ techniczn¹(bez przy³¹czy: wody,kan.sanitarnej,gazu i pr¹du);nowe;2013-05-07;13791/13;3487/13;2013-07-22;2013;5;2013-05-01;55
1752;;;Nikliborca Jana 17 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-06-11;17949/13;3527/13;2013-07-23;2013;6;2013-06-01;31
1755;;;Pakos³awska 5 ;bud.o dwóch mieszkaniach;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-06-07;17644/13;3534/13;2013-07-24;2013;6;2013-06-01;34
1770;;;Podhalañska;bud.mieszkalne jednorodzinne;budynek jednorodzinny bli¿niak;nowe;2013-04-16;11334/13;3558/13;2013-07-25;2013;4;2013-04-01;73
1790;;;We³niana 68 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego w zabudowie szeregowej;nowe;2013-06-11;18043/13;3589/13;2013-07-26;2013;6;2013-06-01;34
1820;;;;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-05-31;16617/13;3657/13;2013-07-30;2013;5;2013-05-01;43
1828;;;Bociania 6 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolnostoj¹cego;nowe;2013-05-28;16284/13;3670/13;2013-07-30;2013;5;2013-05-01;46
1829;;;Sygna³owa 6B ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-06-07;17648/13;3672/13;2013-07-30;2013;6;2013-06-01;38
1830;;;Bociania 4 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-05-28;16280/13;3674/13;2013-07-30;2013;5;2013-05-01;46
1834;;;Krotoszyñska 67 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-05-16;15055/13;3686/13;2013-07-31;2013;5;2013-05-01;55
1859;;;Rabczañska  10 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego w zabudowie bli¿niaczej;nowe;2013-05-14;14719/13;3730/13;2013-08-01;2013;5;2013-05-01;58
1860;;;Wid³akowa  ;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego wolnostoj¹cego;nowe;2013-07-08;21269/13;3731/13;2013-08-01;2013;7;2013-07-01;19
1872;;;Œlê¿na 146 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego;nowe;2012-04-27;14602/12;3754/13;2013-08-02;2012;4;2012-04-01;331
1878;;;Horbaczewskiego Eugeniusza  ;bud.gara¿y;budowa 2 gara¿y;nowe;2013-06-03;16799/13;3762/13;2013-08-02;2013;6;2013-06-01;45
1880;;;Niemczañska  15 ;bud.mieszkalne jednorodzinne;budowa dwóch budynków mieszkalnych jednorodzinnych w zabudowie bli¿niaczej;nowe;2013-06-10;17822/13;3765/13;2013-08-02;2013;6;2013-06-01;40
1896;;;Rabczañska 8 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego w zabudowie bliŸniaczej;nowe;2013-05-14;14720/13;3793/13;2013-08-05;2013;5;2013-05-01;60
1902;;;Ko³obrzeska  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego;nowe;2013-07-01;20436/13;3812/13;2013-08-06;2013;7;2013-07-01;27
1913;;;¯yczliwa  ;bud.o trzech i wiêcej mieszkaniach;budowa budynku wielorodzinnego;nowe;2013-05-20;15450/13;3833/13;2013-08-06;2013;5;2013-05-01;57
1921;;;Nagietkowa  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-06-03;16881/13;3852/13;2013-08-07;2013;6;2013-06-01;48
1947;;;Ch³opska  2C ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-05-23;15766/13;3902/13;2013-08-09;2013;5;2013-05-01;57
1979;;;Pi³awska  28 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku wielorodzinnego;nowe;2013-06-18;18861/13;3958/13;2013-08-13;2013;6;2013-06-01;41
1980;;;Su³owska  ;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego;nowe;2013-05-31;16688/13;3959/13;2013-08-13;2013;5;2013-05-01;53
2008;;;Jutrzenki 71A ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego wolnostoj.;nowe;2013-08-07;25183/13;4015/13;2013-08-20;2013;8;2013-08-01;10
2009;;;Do¿ynkowa  3B ;bud.mieszkalne jednorodzinne;dokoñczenie budowy budynku mieszkalnego jednorodzinnego;nowe;2013-06-06;17298/13;4016/13;2013-08-20;2013;6;2013-06-01;54
2067;;;Schuberta Franza Petera  30 ;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny;nowe;2013-08-08;25307/13;4150/13;2013-08-27;2013;8;2013-08-01;14
2069;;;Kniaziewicza Karola Gen.  16 ;bud.o trzech i wiêcej mieszkaniach;budynek mieszkalny jednorodzinny;nowe;2013-07-18;22777/13;4154/13;2013-08-27;2013;7;2013-07-01;29
2072;;;Pustecka 23C ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2013-07-02;20741/13;4160/13;2013-08-27;2013;7;2013-07-01;41
2083;;;Mickiewicza Adama 20A ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-07-30;24159/13;4175/13;2013-08-28;2013;7;2013-07-01;22
2088;;;Czêstochowska 33B ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego w zabudowie wolnostoj¹cej;nowe;2013-07-03;20864/13;4183/13;2013-08-28;2013;7;2013-07-01;41
2090;;;Do¿ynkowa  ;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszkalnych;nowe;2013-07-02;20742/13;4188/13;2013-08-29;2013;7;2013-07-01;43
2102;;;Bursztynowa  ;bud.mieszkalne jednorodzinne;budowa budynków mieszkalnych jednorodz.w zabud.bliŸniaczej;nowe;2013-07-05;21173/13;4203/13;2013-08-29;2013;7;2013-07-01;40
2122;;;Meliorancka 28A ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego z niezbêdna infrastrukture;nowe;2013-07-10;21690/13;4253/13;2013-08-30;2013;7;2013-07-01;38
2123;;;Na Polance  ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego;nowe;2013-06-17;18764/13;4254/13;2013-08-30;2013;6;2013-06-01;55
2126;;;Tymiankowa  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-07-17;22548/13;4258/13;2013-08-30;2013;7;2013-07-01;33
2159;;;Dubois Stanis³awa  7-9 ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalno-us³ugowego z parkingiem podziemnym;nowe;2013-03-29;9611/13;4316/13;2013-09-04;2013;3;2013-03-01;114
2165;;;Grawerska  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego wolno stoj¹cego;nowe;2013-07-10;21660/13;4324/13;2013-09-04;2013;7;2013-07-01;41
2168;;;Czapliñskiego  W³adys³awa 38 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2013-08-09;25511/13;4335/13;2013-09-05;2013;8;2013-08-01;20
2184;;;Rymarska  ;bud.o trzech i wiêcej mieszkaniach;budowa osiedla mieszkaniowego;nowe;2013-07-04;20999/13;4385/13;2013-09-10;2013;7;2013-07-01;49
2191;;;Maleczyñskich Ewy I Karola  115 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-07-12;22148/13;4394/13;2013-09-10;2013;7;2013-07-01;43
2200;;;Zak³adowa  ;bud.o trzech i wiêcej mieszkaniach;budowa w dwóch etapach zespolu budynków mieszkalnych wielorodzinnych z lokalami us³ugowymi,gara¿em podziemnym;nowe;2013-07-15;22279/13;4409/13;2013-09-10;2013;7;2013-07-01;42
2202;;;Poœwiêcka 22 ;bud.o trzech i wiêcej mieszkaniach;budowa budynków mieszkalnych wielorodzinnych;nowe;2013-07-10;21625/13;4414/13;2013-09-10;2013;7;2013-07-01;45
2209;;;Sojowa  6 ;bud.mieszkalne jednorodzinne;rozbiórka budynku i budowa nowego budynku jednorodzinnego;nowe;2013-07-17;22617/13;4434/13;2013-09-11;2013;7;2013-07-01;41
2210;;;Jaracza Stefana 37 ;bud.o trzech i wiêcej mieszkaniach;budowa zespolu budynków mieszkalno-us³ugowych;nowe;2013-07-09;21596/13;4435/13;2013-09-11;2013;7;2013-07-01;47
2216;;;Promenada  1 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego wolno stoj¹cego;nowe;2013-08-14;25902/13;4442/13;2013-09-11;2013;8;2013-08-01;21
2226;;;Ga³owska  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-07-11;21921/13;4467/13;2013-09-12;2013;7;2013-07-01;46
2228;;;Bia³oszewskiego Mirona  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego w zabudowie wolno stoj¹cej;nowe;2013-06-18;18955/13;4470/13;2013-09-12;2013;6;2013-06-01;63
2235;;;Ksiêgarska  6 ;bud.mieszkalne jednorodzinne;budowa 4 budynków jednorodzinnych;nowe;2013-07-10;21629/13;4484/13;2013-09-12;2013;7;2013-07-01;47
2245;;;Nadolicka 17 ;bud.o dwóch mieszkaniach;budowa budynku mieszkalnego jednorodzinnego dwulokalowego wolno stoj¹cego ze zjazdem bli¿niaczym;nowe;2013-07-11;21975/13;4504/13;2013-09-13;2013;7;2013-07-01;47
2263;;;Do¿ynkowa  11D ;bud.o dwóch mieszkaniach;budowa budynku jednorodzinnego wolnostojacego;nowe;2013-07-26;23732/13;4548/13;2013-09-17;2013;7;2013-07-01;38
2280;;;Nowos¹decka 15 ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-07-29;23949/13;4583/13;2013-09-19;2013;7;2013-07-01;39
2288;;;Staroœciñska  20B ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-07-22;23117/13;4594/13;2013-09-19;2013;7;2013-07-01;44
2289;;;Jaworskiego Iwo 3 ;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego;nowe;2013-08-20;26485/13;4595/13;2013-09-19;2013;8;2013-08-01;23
2315;;;Mikulskiego Tadeusza  ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzibnnego wolnostojacego;nowe;2013-06-28;20338/13;4637/13;2013-09-23;2013;6;2013-06-01;62
2324;;;Wyboista 20 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-08-07;25193/13;4651/13;2013-09-23;2013;8;2013-08-01;34
2326;;;Malownicza  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-08-19;26316/13;4654/13;2013-09-23;2013;8;2013-08-01;26
2334;;;Osiedlowa  ;bud.mieszkalne jednorodzinne;budowa zespo³u budynków mieszkalnych jednorodzinnych;nowe;2012-12-27;43615/12;4675/13;2013-09-24;2012;12;2012-12-01;194
2368;;;Haisiga Mariana  4 ;bud.o dwóch mieszkaniach;budowa budynku jednorodzinnego mieszkalnego;nowe;2013-09-05;28416/13;4724/13;2013-09-25;2013;9;2013-09-01;15
2382;;;Haisiga Mariana  3 ;bud.o dwóch mieszkaniach;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-09-03;28093/13;4747/13;2013-09-26;2013;9;2013-09-01;18
2407;;;Jêdrzejowska 18 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-09-17;29694/13;4803/13;2013-09-30;2013;9;2013-09-01;10
2430;;;Têczowa  79-81 ;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków mieszkalnych;nowe;2013-08-26;27126/13;4835/13;2013-10-01;2013;8;2013-08-01;27
2431;;;Do¿ynkowa  ;bud.o trzech i wiêcej mieszkaniach;budowa budynku mieszkalnego wielorodzinnego;nowe;2013-07-26;23801/13;4836/13;2013-10-01;2013;7;2013-07-01;48
2444;;;Œlê¿na  136A;bud.o trzech i wiêcej mieszkaniach;budowa zespo³u budynków-mieszkalnego wielorodzinnego,mieszkalno-us³ugowego z parkingiem podziemnym;nowe;2013-07-18;22651/13;4855/13;2013-10-02;2013;7;2013-07-01;55
2455;;;Marszowicka  53 ;bud.mieszkalne jednorodzinne;budowa domu jednorodzinnego;nowe;2013-08-14;25966/13;4875/13;2013-10-03;2013;8;2013-08-01;37
2463;;;WoŸnicza 17A ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego jednorodzinego;nowe;2013-08-05;24756/13;4888/13;2013-10-04;2013;8;2013-08-01;45
2469;;;Czapliñskiego  W³adys³awa  46 ;bud.mieszkalne jednorodzinne;budowa budynku jednorodzinnego;nowe;2013-09-18;29872/13;4903/13;2013-10-04;2013;9;2013-09-01;13
2503;;;Dalimira  ;bud.mieszkalne jednorodzinne;budowa budynku  jednorodzinnego;nowe;2013-07-11;21924/13;4966/13;2013-10-08;2013;7;2013-07-01;64
2515;;;Raszowska  ;bud.mieszkalne jednorodzinne;budowa budynku mieszkalnego;nowe;2013-08-08;25276/13;5001/13;2013-10-10;2013;8;2013-08-01;46
2517;;;Motylkowa  62 ;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny;nowe;2013-08-22;26777/13;5003/13;2013-10-10;2013;8;2013-08-01;36
2523;;;P³u¿na  ;bud.mieszkalne jednorodzinne;budynek mieszkalny jednorodzinny;nowe;2013-07-26;23820/13;5012/13;2013-10-10;2013;7;2013-07-01;55
2526;;;Mêciñskiego Wojciecha  25 ;bud.o dwóch mieszkaniach;budowa budynku mieszkalnego jednorodzinnego;nowe;2013-07-15;22261/13;5024/13;2013-10-10;2013;7;2013-07-01;64
